囪	［囪-囱］
𧳨	猱
𧳩	貒
𧳪	猬
𧳫	猶蜼
𧳭	猿
𧳯	豬
𧳲	貒
𧳴	貏
𧳵	猼
𧳷	猿
𧴀	貔
𧴃	獑
𧴆	魖
𧴍	豶
𧴏	貈
𧴔	貍
𧴘	貉
𧴞	貉
𧴡	獺
𧴥	倍
𧴦	貨
𧴩	蚆
𧴫	得
𧴳	賒
𧴵	貿
𧴶	才
𧴷	貶
𧴸	耽
𧴹	貰
𧵄	蚔
𧵅	蚆
𧵇	貾
𧵉	賑
𧵊	賧
𧵋	示
𧵍	貿
𧵎	賈
𧵐	賦
𧵑	賈
𧵜	頂
𧵝	眓
𧵣	䝧賯
𧵤	財貯
𧵦	貺
𧵩	責
𧵪	賊
𧵫	貽
𧵬	覛
𧵮	貺
𧵰	貨
𧵲	貿
𧵽	買
𧵾	脉
𧵿	寡
𧶂	眓
𧶄	挣
𧶅	賄
𧶉	賓
𧶌	責
𧶎	賓
𧶗	肣
𧶙	背
𧶚	貰
𧶛	賚
𧶜	商賞
𧶝	貿
𧶞	蜠
𧶟	賒
𧶡	密
𧶣	賦
𧶤	賤
𧶩	購
𧶪	貴
𧶱	賊
𧶲	賺
𧶴	賭
𧶶	販
𧶹	罌
𧶻	貿
𧷆	貤
𧷇	賮
𧷈	貴
𧷉	賝
𧷌	贅
𧷍	弊
𧷏	賣
𧷓	賣
𧷔	齎
𧷕	資
𧷖	賚
𧷗	賣
𧷛	餽
𧷞	商
𧷠	贙
𧷢	贓
𧷨	賣
𧷲	賦
𧷴	貨
𧷵	賣
𧷷	賣
𧷻	購
𧷼	𦠎贆
𧷽	賸
𧷿	賭
𧸁	幣
𧸃	遺
𧸄	財
𧸆	贅
𧸇	賣
𧸊	購
𧸋	蕢
𧸐	膩
𧸑	贈
𧸔	贇
𧸖	賺
𧸚	賂
𧸟	贅
𧸩	賐𧸥
𧸯	遺
𧸱	贎
𧸷	贕
𧸸	贍
𧸽	遺
𧸾	贙
𧹄	贛
𧹇	贎
𧹎	贖
𧹘	赫
𧹚	赬
𧹛	脂
𧹝	赨
𧹞	赧𢟻𤿜
𧹠	赧
𧹬	胭𧹢
𧹯	煉
𧹹	熾
𧺄	燈
𧺆	走
𧺇	赳
𧺑	徒
𧺒	踤
𧺓	赹
𧺤	趜跔
𧺥	趣
𧺦	趆
𧺳	趆
𧺴	啎
𧺺	䟛跋䢌魃
𧺿	跇
𧻂	越
𧻃	趣
𧻏	逃
𧻓	𧼲逬
𧻕	趞𧼕
𧻛	赹
𧻜	跪
𧻞	躱
𧻫	趨
𧻬	趨
𧻯	赽
𧻰	造
𧻳	仆䞜䞸𧽂𧽴
𧻸	跩𨒧
𧻹	踊
𧻻	促
𧻽	趣
𧼈	趣
𧼛	來
𧼜	趨
𧼝	趣
𧼦	叛
𧼪	跇
𧼯	逾
𧽁	跇
𧽃	趁
𧽕	臻
𧽝	遘
𧽪	猭
𧽸	𧼞蹶
𧽻	蹫𨗝𧾣
𧾀	趞
𧾉	趣
𧾍	躔邅
𧾏	赺
𧾐	徼
𧾒	趀
𧾕	趑
𧾙	躋
𧾜	奔
𧾟	趯
𧾣	趉𧽻
𧾭	奔
𧾸	正
𧿁	跀
𧿂	骭
𧿃	居
𧿄	踑
𧿉	胯趶
𧿊	跀
𧿍	跂
𧿒	踸
𧿖	跫
𧿘	升
𧿛	蹤
𧿜	躡
𧿣	奔
𧿤	跗
𧿧	跅
𧿪	蹂
𧿮	跳
𧿰	跇
𧿶	跎
𧿸	蹍
𧿺	𧺐趉
𧿾	跨
𧿿	跐
𨀀	跈
𨀆	趹
𨀓	跑
𨀗	跨
𨀚	踧
𨀛	蹲
𨀟	踱
𨀡	蹹
𨀢	跚
𨀣	企
𨀥	趑𧿞
𨀩	踻
𨀪	拜
𨀭	蹄
𨀲	拜
𨀵	撞
𨀷	跘
𨁀	𠐃跾
𨁈	迒䢚
𨁎	脛程
𨁓	跳
𨁔	跳
𨁕	踧
𨁜	趺
𨁞	跟
𨁠	升
𨁢	蹯
𨁣	跨
𨁳	趽
𨁵	跗
𨁺	跔
𨁻	蹀
𨁼	奔
𨁾	躧
𨂁	痷
𨂂	蹠
𨂄	跱
𨂆	蹈
𨂈	脛
𨂏	蹀
𨂝	踫𨃱
𨂠	履𨅑
𨂤	躓
𨂥	髂
𨂧	躂
𨂨	躂
𨂫	跅
𨂰	跇
𨂲	竮
𨂶	蹄
𨂷	躔
𨂸	踱
𨂹	踊
𨂻	蹈
𨃆	踂
𨃘	趨𨂓
𨃜	跳
𨃝	跿
𨃟	𨃞蹣
𨃠	踼
𨃡	跽
𨃢	娕
𨃤	骹
𨃥	磔
𨃦	奔
𨃧	蹻
𨃨	蹍
𨃮	磔
𨄀	踕
𨄃	躅
𨄆	踼
𨄉	嵼
𨄌	躞
𨄎	基
𨄑	匐
𨄔	腨
𨄖	踒
𨄘	踛
𨄙	跼
𨄚	𤴠蹡
𨄨	螯
𨄩	匐
𨄪	蹄
𨄫	踰
𨄬	蹶
𨄭	蹗
𨄮	摔
𨅈	蹀
𨅊	徹轍𨇂
𨅌	吪
𨅒	樹
𨅖	跚
𨅙	蹢
𨅚	螯
𨅛	躅
𨅜	趩
𨅠	跪
𨅡	躊
𨅢	蹳
𨅥	剕
𨅦	踖
𨅨	蹚
𨅩	踛
𨅱	舛
𨅴	蹯
𨅵	踏
𨅶	躁
𨆄	跙
𨆆	跬
𨆈	獧
𨆉	踼
𨆋	巵
𨆌	蹯
𨆍	躐
𨆑	躓
𨆚	蹹
𨆛	遁
𨆜	蹯
𨆦	躓
𨆫	疐
𨆭	蹁
𨆮	踖
𨆯	蹼
𨆲	穩
𨆳	躠
𨆴	蹸
𨇃	䠡躦
𨇇	躦
𨇈	疐
𨇏	蹉
𨇐	履
𨇖	臚
𨇙	蹶
𨇚	蹪
𨇝	𨇧躢
𨇠	躔
𨇥	蹇
𨇨	躠
𨇪	跬
𨇫	躚
𨇭	蹶
𨇮	蹶
𨇱	蹁
𨇳	蹙
𨇴	躚
𨇿	繭
𨈃	蹎
𨈄	蹙
𨈆	躝
𨈉	躨
𨈏	牙
𨈐	厥
𨈑	厥
𨈔	躭
𨈙	肢
𨈛	肢
𨈜	聃
𨈝	爐
𨈞	服
𨈟	我
𨈠	躭
𨈡	射
𨈢	躿
𨈦	躭
𨈨	躭
𨈪	肢
𨈭	聃
𨈴	躬
𨈵	跛
𨈷	馱
𨈸	聒
𨈻	自
𨈼	孕
𨉁	晃
𨉂	聘
𨉃	妊
𨉄	聆
𨉅	射
𨉇	災
𨉈	侹
𨉋	脱
𨉌	蹴
𨉍	貌
𨉑	聖
𨉒	禍
𨉔	軇
𨉖	鑽
𨉛	射
𨉣	哈
𨉥	面體
𨉦	體
𨉯	聘
𨉰	躴
𨉵	禍
𨉺	窮
𨉿	軟
𨊀	聘
𨊁	耋
𨊇	禍
𨊊	樂
𨊍	躭
𨊎	聹
𨊒	獨
𨊓	聹
𨊖	軁
𨊗	躭
𨊘	身
𨊜	耋
𨊠	軓
𨊢	軎
𨊥	轊
𨊦	載
𨊧	𨋷釭
𨊭	軵
𨊮	輿
𨊯	軘
𨊴	陳
𨊵	軥
𨊶	軵
𨊷	轟
𨊽	輔
𨊾	輞
𨊿	較
𨋆	軧
𨋌	轟
𨋎	軫
𨋏	軫
𨋒	軬
𨋓	硨
𨋖	蔞𨌡
𨋚	軟
𨋛	礮𨍠
𨋠	軵
𨋥	拂
𨋨	鞎
𨋩	輹
𨋫	佻
𨋮	䡅轟
𨋯	靾
𨋸	挾
𨋹	輞
𨋻	喫
𨋼	斡
𨌁	看
𨌂	軖
𨌃	軖
𨌆	竑
𨌇	軸
𨌊	輗
𨌏	載
𨌐	輘
𨌑	震
𨌖	輯
𨌝	斡
𨌠	轆
𨌥	輹𨏟
𨌨	韜
𨌮	軧
𨌯	輍
𨌰	䡮蹤
𨌵	輗
𨌷	輕
𨌸	輟
𨍀	輊
𨍂	揮
𨍋	輠
𨍍	輧
𨍎	楘
𨍓	軒
𨍔	轂
𨍟	輜
𨍡	輬
𨍣	輯
𨍤	轄
𨍩	輣傍𨎧𨏰䧛
𨍬	轃
𨍮	膈𨏴轢
𨍲	輥
𨍳	軺
𨍷	軵
𨍹	輠
𨍻	輦
𨍾	輯
𨎄	轎
𨎅	輬
𨎇	轟
𨎊	輥
𨎋	樘𨍴𨎖
𨎍	輬
𨎕	轗
𨎙	輹
𨎚	轓
𨎛	梁
𨎜	輜
𨎥	轊
𨎨	轒
𨎩	輄
𨎪	輀
𨎰	翰
𨎲	輅
𨎳	篷
𨎴	檔
𨎵	輯
𨎸	楘
𨎽	輼
𨎾	轒
𨎿	轠
𨏁	轍
𨏅	輊
𨏊	轞𨍒
𨏋	轈
𨏎	衡
𨏏	轔
𨏑	輊
𨏒	𨏲轠
𨏔	轆
𨏖	車
𨏙	轘
𨏟	𨌥轢
𨏢	轙
𨏣	轍
𨏤	軫
𨏦	轥
𨏮	輿
𨏯	轡
𨏷	轡
𨏺	輈輖
𨐀	轣
𨐌	辛
𨐍	莘
𨐏	新
𨐓	辟
𨐕	莘𨐔辭
𨐜	辣
𨐝	辟
𨐞	辜
𨐠	枱
𨐢	辟
𨐨	辟
𨐯	劈
𨐲	辭
𨐹	炱
𨐼	競
𨐾	辯
𨑀	辜
𨑁	興
𨑂	譶
𨑃	辰
𨑄	辰
𨑆	農
𨑇	農
𨑉	蚳
𨑋	農
𨑍	軌
𨑐	迄
𨑑	撫
𨑒	徒
𨑔	起
𨑖	起
𨑛	迂
𨑞	迍
𨑡	徒
𨑢	從
𨑦	徐
𨑧	退
𨑩	弔
𨑭	徙
𨑵	迄
𨑶	邊
𨑷	迅
𨑸	邇
𨒀	從𨒁
𨒈	遲
𨒉	𧿲𨒘𨓫䢡遂
𨒋	越
𨒌	征
𨒎	遄
𨒏	迹
𨒙	逅託
𨒛	邇
𨒝	弔
𨒟	遷
𨒡	驅
𨒣	游
𨒥	後
𨒫	逆
𨒭	恢
𨒮	趑
𨒯	逃
𨒰	游遊
𨒲	迷
𨒳	卒
𨒵	過
𨒶	迤
𨒽	造
𨒾	遞
𨒿	遷
𨓀	庭
𨓃	迓
𨓅	兒
𨓆	退
𨓈	适
𨓉	邊
𨓌	災
𨓍	庭莛
𨓎	遊
𨓖	逃
𨓗	遊
𨓘	逌
𨓙	邊
𨓜	逸
𨓝	遞
𨓟	選
𨓠	遞
𨓥	逋
𨓦	邐
𨓧	遥
𨓫	棄𨒉
𨓬	遢
𨓱	逃
𨓲	愆𨔃
𨓵	送
𨓶	避
𨓷	輕
𨓸	遂
𨓹	往
𨓺	過
𨓼	歸
𨓽	清
𨓾	隤
𨔀	徙
𨔂	達
𨔄	遞
𨔅	迪
𨔆	遇
𨔖	逌
𨔚	遥
𨔛	㔸遞
𨔜	迾
𨔝	動
𨔞	道
𨔟	逌
𨔠	遥
𨔡	猭豚𨂦遁
𨔣	迦
𨔥	津𨕨
𨔧	逬
𨔪	運
𨔫	退
𨔬	達
𨔭	迾
𨔮	送
𨔰	遷
𨔱	遂
𨔲	遂
𨕍	赴
𨕏	奩
𨕑	遞
𨕒	遈
𨕓	遌
𨕔	還
𨕖	選
𨕙	邊
𨕝	逋
𨕞	遷
𨕟	廁
𨕠	迮
𨕡	造
𨕣	遌
𨕤	及
𨕥	道
𨕩	送
𨕸	違
𨕼	送
𨕽	跲
𨕾	疾
𨖂	邊
𨖆	徂
𨖇	遄
𨖈	遥
𨖉	遴
𨖊	䟄迹
𨖍	吾
𨖐	鑿
𨖚	遼寮
𨖝	霆
𨖞	還
𨖟	邀
𨖠	匾遍
𨖡	遁
𨖤	徙
𨖥	遮
𨖦	報
𨖪	報
𨖫	達
𨖸	遠
𨖹	馹
𨖻	遛
𨖽	遺
𨖿	逶
𨗀	逪
𨗁	適
𨗂	幾
𨗃	進
𨗄	遴
𨗉	邃
𨗐	遭
𨗓	道
𨗔	遺
𨗕	遵
𨗖	遵
𨗗	逋
𨗘	遪
𨗝	𧽻遹
𨗢	遷
𨗤	德
𨗪	逿
𨗫	憂
𨗬	徙
𨗭	遺
𨗯	遨
𨗺	遷
𨗻	逮
𨗼	帶遰
𨗽	遥
𨗿	邈
𨘁	攸
𨘈	撻
𨘊	遵
𨘑	連
𨘒	遱
𨘓	擷
𨘚	籩
𨘛	滯
𨘜	遭
𨘝	達
𨘡	邍
𨘢	邊
𨘣	還
𨘪	輦
𨘫	逵
𨘬	遞
𨘭	遁
𨘯	邌
𨘰	奩
𨘳	邊
𨘷	邈
𨘹	遁
𨘿	隤
𨙁	邈
𨙂	𨙃邎𨙣
𨙅	邍
𨙆	遯
𨙑	匱
𨙕	逭
𨙘	遷
𨙙	遷
𨙚	邁
𨙞	遷
𨙟	進
𨙠	遭
𨙢	籩
𨙤	靉
𨙧	鷸
𨙨	邑
𨙱	邘
𨙲	邨
𨙵	巷
𨙶	沛
𨙻	那
𨙼	郢
𨚉	那
𨚊	邩
𨚋	邩
𨚌	邪
𨚍	弼邶
𨚎	邸
𨚏	邸
𨚐	邟
𨚑	邱
𨚓	費
𨚗	那
𨚚	邦
𨚠	邯
𨚡	巹
𨚤	郀
𨚥	卻
𨚦	邦
𨚨	郈
𨚬	邱
𨚭	鄪
𨚴	邚
𨚻	耆
𨚼	郁
𨚿	删
𨛀	郵
𨛁	邦
𨛂	郯
𨛃	鄒
𨛄	鄒
𨛆	邱
𨛋	俚䧉
𨛕	邮
𨛖	蒯
𨛝	邦
𨛟	邦
𨛠	郄
𨛦	郡
𨛧	邳
𨛫	𨞃𨟀黎
𨛬	裴
𨛱	崇
𨛴	鄗
𨛷	都
𨛸	鄠
𨛿	聚
𨜀	鄓䭂
𨜁	都
𨜄	鄠
𨜅	敧
𨜆	郀
𨜇	鄡
𨜈	鄒鄹
𨜋	郜
𨜕	巷
𨜚	郵
𨜛	鄋
𨜜	渻
𨜞	都
𨜥	酈
𨜦	郠
𨜧	恤
𨜪	郤
𨜫	鄇
𨜬	郇
𨜯	郹
𨜸	郈
𨜹	郖
𨝁	郇
𨝅	鄉
𨝇	邼
𨝗	商
𨝞	户
𨝟	黎
𨝣	鄙
𨝤	鄮
𨝥	郎
𨝧	鄜
𨝪	鄳
𨝬	鄦
𨝮	鄒
𨝲	鄗
𨝴	黄
𨝶	鄑
𨝷	鄝
𨝸	𨟜𨟣𨟩𨟬譚
𨞀	鄭
𨞁	鄰
𨞂	酄
𨞄	郵
𨞅	郿
𨞆	鄮
𨞇	郯
𨞉	鄄
𨞏	鄲
𨞔	巷
𨞖	酃
𨞚	鄳
𨞛	葛
𨞠	巷
𨞡	鄶
𨞢	䣛
𨞤	鄶
𨞥	郭
𨞧	鄰
𨞪	濤𨛶
𨞮	聚
𨞯	鄸
𨞰	鄉
𨞳	劓
𨞵	鄮
𨞸	鄉
𨞹	虨
𨞻	鄜
𨞼	鄤𨟔
𨟌	鄩
𨟍	郭
𨟎	酅
𨟕	鄑
𨟖	磨
𨟘	酃
𨟝	郁
𨟞	都
𨟤	鄜
𨟨	鄂
𨟪	鄯
𨟫	酈
𨟭	筥
𨟮	酃
𨟯	酃
𨟰	恤
𨟲	甙
𨟴	酳
𨟷	醅
𨟹	酓
𨟺	湎
𨟻	醬
𨠀	醐
𨠁	酖
𨠂	醐
𨠆	酒
𨠇	斟
𨠊	酒
𨠋	觚
𨠍	甙
𨠎	醽令
𨠏	醍
𨠑	酏酡
𨠕	醟
𨠖	靤
𨠗	醠
𨠘	粕
𨠠	醒
𨠤	醲
𨠮	酗
𨠯	酗
𨠱	䔯酑
𨠷	糟
𨠾	酨
𨡀	酳
𨡁	靦
𨡂	醯
𨡆	酵
𨡍	醓
𨡎	酓𨡣
𨡓	醬
𨡔	嘗
𨡞	湎
𨡠	醑
𨡢	飲
𨡥	醅
𨡦	酳
𨡩	醱
𨡪	酏
𨡯	腩
𨡰	醬
𨡲	篘
𨡳	飲
𨡷	醐
𨡻	醙𨤇
𨡿	醢
𨢀	酵
𨢁	食
𨢂	酳
𨢍	嗜
𨢗	醢
𨢘	醯
𨢚	醝
𨢛	榨
𨢜	榷
𨢝	餡
𨢦	榨𥰾簀
𨢧	榨
𨢩	觴
𨢬	酴
𨢭	酥
𨢴	揜醃
𨢵	祭
𨢶	烹
𨢷	釃
𨢸	榼
𨢺	醑
𨢽	酸
𨢾	醹
𨣃	醪
𨣇	鹹
𨣊	醻
𨣌	醰
𨣎	鹽
𨣐	醮
𨣑	酵
𨣓	醯
𨣛	嘗
𨣜	榨
𨣝	鹹𪊄
𨣠	醳
𨣡	莤
𨣣	醝
𨣦	藇
𨣪	酸
𨣮	榨
𨣳	醇
𨣶	醇
𨣹	糟
𨣺	酥
𨣿	醾
𨤁	醺
𨤃	臢
𨤅	醯
𨤇	糟𨡻
𨤉	醲
𨤊	釂
𨤌	醰
𨤍	醽
𨤏	播
𨤒	為
𨤓	眷
𨤖	卷
𨤗	眷
𨤜	豢
𨤝	糞
𨤣	重
𨤥	量
𨤦	量
𨤨	儵
𨤭	釐
𨤲	釐
𨤺	釐
𨤽	錍
𨥃	銴
𨥄	金
𨥇	鑄
𨥊	釳
𨥌	鉹
𨥍	銎
𨥎	鏦
𨥏	釜
𨥐	釚
𨥑	礦
𨥒	鈞
𨥚	鉔
𨥡	鈂
𨥢	銎
𨥥	礦
𨥧	砭䀀錽
𨥨	矛
𨥩	鈐
𨥵	鎮
𨥹	鉋
𨥻	鈌
𨦃	刴
𨦅	鎩
𨦇	鋏
𨦕	鉶
𨦙	銐
𨦚	鋘
𨦜	矛
𨦟	鋒
𨦠	鈭
𨦣	鈗
𨦬	銴
𨦭	鐒
𨦯	鈠
𨦰	鏐
𨦱	鏦
𨦲	鉣
𨦴	鋦
𨦵	鋩
𨦶	麩
𨦷	鋚
𨦸	鎮
𨧎	銎
𨧏	銀
𨧓	銍
𨧘	絆
𨧦	錃
𨧧	椓
𨧨	鈉錣
𨧫	剚
𨧭	證
𨧲	鍱
𨧳	銐
𨧶	鉣
𨨖	琴
𨨞	斧
𨨟	鏓
𨨠	鋦
𨨭	礦
𨨵	銒
𨨷	鍎
𨨺	削
𨨻	鏺
𨨼	證
𨨽	鎩
𨨾	證
𨩨	鑔
𨩮	扃
𨩱	鏟
𨩳	銓
𨩵	錽
𨩸	鐫鐉
𨩹	銎
𨩺	鍪
𨩼	鍵
𨩽	罅
𨪅	毽
𨪇	鍛
𨪉	鍗𨪾
𨪋	鉤
𨪐	鍮𠁁𠨣鋀𨮃
𨪑	鏟
𨪔	證
𨪖	琴
𨪙	鏘
𨪲	錙
𨪴	鑙
𨪸	鍤
𨪻	錛
𨪼	錘
𨪽	鍠
𨫏	鋝
𨫐	銍
𨫑	鐶
𨫓	鐵
𨫕	剾
𨫘	鍔
𨫙	鍑
𨫚	錞
𨫝	鑵
𨫹	琴
𨫺	鏊
𨫻	錘
𨫼	鏊
𨫽	鏵
𨫾	鏉
𨫿	盔
𨬀	鐻
𨬃	鏓
𨬄	錽
𨬆	鍔
𨬏	鑗
𨬑	鬲
𨬓	鉞
𨬗	鑐
𨬘	鍱
𨬙	鏑
𨬛	校
𨬿	鐵
𨭀	鎘
𨭄	飴
𨭇	錘
𨭈	錨
𨭋	鑏
𨭕	鐙
𨭙	鍵
𨭚	鏢
𨭛	鑞
𨭜	鏝
𨭝	鎩
𨭟	鏚
𨭹	钀
𨭻	證
𨭼	鐐
𨭽	鐫
𨭿	鑹
𨮀	鎚
𨮆	璺
𨮓	鏷
𨮕	斲
𨮗	虡
𨮩	鑄
𨮫	鑋
𨮯	鐵
𨮴	鐙
𨮷	鑡
𨮹	鏑
𨮼	鍼
𨮽	鏊
𨮾	鑄
𨮿	櫡
𨯒	鑯
𨯔	罍
𨯕	銬
𨯖	鑈
𨯜	璺
𨯱	鬲
𨯳	鑿
𨯴	斲
𨯼	虡
𨰄	環
𨰅	鏖䥝
𨰉	鍘
𨰌	鍧
𨰍	鉵
𨰎	鈿
𨰏	塔
𨰐	鏢
𨰑	銚
𨰒	鑿
𨰓	鐧
𨰠	鏍𨭞
𨰤	鑠
𨰩	鐓
𨰮	鐓
𨰳	鐔
𨱗	長
𨱞	髦
𨱠	創
𨱢	髦
𨱤	髡
𨱥	矮
𨱧	镺
𨱰	髴
𨱲	髭
𨱳	髮
𨱴	路䦊
𨱷	镻
𨲃	鬉
𨲇	鬉
𨲉	聖鬌
𨲋	箄
𨲌	鬇
𨲏	鬈
𨲔	鬉
𨲕	鬌
𨲗	鼞
𨲘	鬐
𨲙	剃
𨲚	聖
𨲛	鬘䰓
𨲝	髭
𨲠	嗟
𨲡	髻
𨲢	聖
𨲥	箄
𨲦	髭
𨲩	鬘
𨲲	鬣
𨲸	鬡
𨲺	鬢
𨲻	嗟
𨲼	彌
𨲾	鬘䰓
𨳃	鬤
𨳇	門
𨳐	闖
𨳖	閦
𨳝	閏䦐
𨳟	闢
𨳡	閒關
𨳢	閒
𨳯	閉
𨳰	閉
𨳲	閉𩰍
𨳵	閛
𨳶	閿
𨳸	闐
𨳹	關
𨳾	祐𨴜
𨳿	閒
𨴀	扃
𨴁	闡
𨴈	曲
𨴉	開
𨴊	闋關
𨴎	侐
𨴑	框
𨴔	闢
𨴕	柵
𨴖	閦
𨴜	祐𨳾鬭
𨴝	闡
𨴟	閦
𨴠	閦
𨴢	閡
𨴧	閦
𨴨	閦
𨴫	閻
𨴮	患
𨴸	闕
𨴽	悶
𨴿	闊
𨵀	閻
𨵁	閻
𨵄	管
𨵈	扉
𨵏	閡
𨵑	開
𨵓	闢
𨵗	闕
𨵙	闃
𨵜	鬮
𨵝	闒
𨵨	閾
𨵬	限
𨵭	楗
𨵯	闔
𨵰	閉
𨵵	闔
𨵷	閶
𨵹	開
𨵻	閻
𨵽	閽
𨵾	闈
𨵿	關
𨶄	閵
𨶈	閬
𨶊	俊
𨶐	闊
𨶑	闃
𨶒	閻
𨶔	闕
𨶕	闕
𨶖	闊
𨶗	閬
𨶘	開
𨶚	關
𨶜	鬭
𨶝	塾
𨶞	闞
𨶠	闑
𨶡	誾
𨶩	闔
𨶫	闋
𨶳	闚
𨶶	闍
𨶾	闉
𨷀	關
𨷂	闕
𨷇	閶
𨷙	塾
𨷤	闤
𨷪	闠
𨷫	鐫
𨷰	閝
𨷵	鬭
𨷷	閩
𨷺	鬮
𨷻	闌
𨸏	阜
𨸚	級
𨸞	阺
𨸥	阱
𨸦	岍
𨸧	阺
𨸬	陳
𨸭	陂
𨸮	阭
𨸰	隈
𨸲	師
𨸷	厄阸
𨸹	岯
𨸿	岯
𨹂	垙
𨹄	垛𨹃
𨹇	盜
𨹈	陝陽
𨹉	陰
𨹊	陝
𨹋	陶
𨹒	盜
𨹓	降
𨹔	陀
𨹕	陀
𨹖	阸
𨹛	埅
𨹞	産
𨹟	陋
𨹠	隆
𨹢	陘
𨹣	垝
𨹧	陵
𨹨	限
𨹩	陰
𨹶	隮
𨹷	躋
𨹹	崩
𨹼	陛
𨹽	岡
𨹿	隆
𨺀	砰
𨺁	隅
𨺂	陷
𨺃	陶
𨺄	陘
𨺔	歸
𨺕	陓
𨺗	陡
𨺘	涎
𨺙	倪
𨺚	隆
𨺜	歸
𨺞	陿
𨺧	猶
𨺨	鄂
𨺪	陲
𨺬	界
𨺯	隈
𨺵	墜
𨺶	陵
𨺷	隅
𨺹	湫
𨺻	陷
𨺼	隆
𨺾	陘
𨻀	狴阰
𨻃	厞
𨻅	陖
𨻇	塌
𨻊	瘞
𨻋	隰
𨻎	陵
𨻏	瘞
𨻐	地
𨻑	塢
𨻓	陪
𨻔	陰
𨻕	隮
𨻘	陛
𨻢	陑
𨻥	隰
𨻦	隆
𨻩	隙
𨻪	陵
𨻫	隴
𨻭	隑
𨻰	陳
𨻱	崩
𨻲	罅
𨻳	堰𨺆𨽑
𨻵	崔
𨻶	隙
𨻷	漮
𨻸	隰
𨻹	隘
𨻺	傾
𨻼	狴
𨻽	隰
𨻿	隰
𨼆	隱
𨼇	隆
𨼉	竄
𨼏	陑
𨼓	酈
𨼕	隨
𨼖	陰
𨼗	陽
𨼘	陽
𨼡	陽
𨼢	墮
𨼣	隔
𨼤	陳
𨼥	隔
𨼦	陲
𨼨	隴
𨼰	墮
𨼹	澨
𨼺	鄰
𨼻	躋
𨼾	墜
𨽁	陬
𨽂	濮
𨽃	鄰
𨽈	隘
𨽉	曙
𨽌	隱
𨽎	墜
𨽐	陸陽
𨽗	濱顰
𨽘	隮
𨽙	陰
𨽛	隧
𨽝	隘
𨽟	隤
𨽠	隤
𨽡	隧
𨽥	騭
𨽧	酄
𨽨	灊
𨽩	隘
𨽪	隘
𨽫	陸
𨽭	陰
𨽰	陸
𨽴	隘
𨽵	燧
𨽶	畫
𨽸	肆
𨽹	肄隸
𨽽	肄
𨽾	隸
𨽿	迨𨾃
𨾀	隸
𨾁	隸
𨾃	迨𨽿
𨾇	鳪
𨾈	鳲
𨾊	鴻
𨾋	鳲
𨾍	弋
𨾏	隻
𨾐	鴇
𨾕	鴂
𨾖	鴊
𨾙	鴇
𨾚	巂鳺
𨾜	售
𨾟	午
𨾡	雖
𨾣	鶩
𨾥	鵡
𨾦	鴟
𨾫	離
𨾮	奞
𨾯	鴽
𨾱	辭
𨾲	鴸
𨾳	鵒
𨾵	鴽
𨾶	鴳
𨾷	毨
𨾸	鴷
𨾺	鴮
𨾽	鴟
𨾾	頫
𨾿	鴯
𨿂	鵀
𨿆	鴱
𨿉	雛
𨿊	雛
𨿋	鵛
𨿌	鵏
𨿍	鵝
𨿏	鷡
𨿓	鵔
𨿔	鵑
𨿖	鵚
𨿗	鵟
𨿘	雉
𨿛	鵗
𨿜	鵒
𨿟	雍
𨿡	鶉
𨿤	鵺
𨿥	鵴
𨿧	鵫
𨿨	雗
𨿩	鶈
𨿪	鵾
𨿫	鵸
𨿬	鶄
𨿮	鵵
𨿯	鸝
𨿱	鵳
𨿲	鵱
𨿳	鷹
𨿴	鶅
𨿵	鵯
𨿶	鶊
𨿸	鷄鶏雞
𨿻	難
𨿼	雜
𨿽	雖
𩀀	鶠
𩀂	鵪
𩀅	鶨
𩀆	鶟
𩀇	鶚
𩀉	鶘
𩀊	鶛
𩀌	離
𩀎	鵙
𩀏	難
𩀐	鶞
𩀕	讎
𩀗	鷉
𩀘	鷂
𩀙	難
𩀛	鶶
𩀝	雙
𩀞	鶬
𩀟	鐫
𩀠	鷇
𩀡	難
𩀤	難
𩀥	鷟
𩀩	鷑
𩀭	鷐
𩀮	鷜
𩀱	雙
𩀵	鷨
𩀷	鷭
𩀹	鷱
𩀺	鷶
𩀻	鷲
𩀽	鷣
𩀾	鷢
𩁄	鸝
𩁆	鵲
𩁇	鸅
𩁈	鷾
𩁉	鸇
𩁊	鸊
𩁍	鸀
𩁎	鴒
𩁐	鷺
𩁒	鸉
𩁓	鸑
𩁔	鸋
𩁕	鸒
𩁖	鸍
𩁗	雒
𩁚	難
𩁛	鶉
𩁜	鸓
𩁟	鸝
𩁢	難
𩁣	難
𩁤	難
𩁧	逭
𩁨	鸕
𩁩	難
𩁪	難
𩁫	卷
𩁬	難
𩁮	難
𩁰	觀
𩁲	難
𩁳	難
𩁹	雩
𩁻	靈
𩁼	雨
𩁿	虐
𩂆	雬
𩂉	需𩅌
𩂘	陝
𩂙	零
𩂡	窊
𩂣	落
𩂩	雷
𩂫	處
𩂬	電
𩂳	靈
𩂴	漬
𩂵	電
𩂷	霃
𩂸	霃
𩃂	霰
𩃃	浽
𩃌	霕
𩃏	靈
𩃓	電
𩃗	渰
𩃘	漙
𩃝	霰
𩃞	零靈
𩃟	霽
𩃠	靆
𩃬	𩂇霒𩃛𩄈霠陰
𩃰	沱
𩃱	沱
𩃵	染
𩃷	靆
